"project_id","recommended_for_research","umbrella_project","donor","title","year","year_uncertain","description","crs_sector_code","crs_sector_name","sector_comment","status","status_code","flow","all_recipients","sources","sources_count","funding_agency","implementing_agency","donor_agency","donor_agency_count","recipient_agencies","recipient_agencies_count","verified","verified_code","flow_class","flow_class_code","intent","intent_code","active","active_code","factiva_sources","amount","currency","deflators_used","exchange_rates_used","usd_defl","usd_current","start_actual","start_planned","end_actual","end_planned","recipient_count","recipient_condensed","recipient_cow_code","recipient_oecd_code","recipient_oecd_name","recipient_iso3","recipient_iso2","recipient_un_code","recipient_imf_code","debt_uncertian","line_of_credit","is_cofinanced","is_ground_truthing","loan_type","interest_rate","maturity","grace_period","grant_element","updated_at","location_details","contacts",is_official_finance
"30516","true","false","China","Haohua Energy International to invest 100 million USD in Coal of Africa Limited","2012","false","In 2012 Coal of Africa Ltd. agreed to a placement deal with Beijing Haohua Energy Resource Company for their purchase of 100 million USD worth of shares in the South Africa Company. Later that year, Haohua Energy Resource received regulatory approval to invest the 100 million USD (893 million ZAR) in Coal of Africa Ltd. As of November, 2012, 20 million USD was received by CoAL, while the remaining 80 million USD remained subject to shareholder approval. The second installment of the remaining money was received February, 2013. ","320","Industry, Mining, Construction","","Completion","3","Foreign direct investment","South Africa","http://global.factiva.com/aa/?ref=THESTR0020130129e91s0003l&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=AFBZ000020130323e9280002v&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.4-traders.com/COAL-OF-AFRICA-LIMITED-6500517/news/Coal-of-Africa-Limited--Beijing-Haohua-Energy-Resources-Co-confirms-receipt-of-Chinese-regulatory-15762663/, Media Report, including Wikileaks; http://www.miningweekly.com/article/coal-of-africa-haohua-energy-inks-strategic-agreement-2013-03-26, Media Report, including Wikileaks; http://www.ventures-africa.com/2013/02/coal-reveals-100m-haohua-energy-investment-approved-completed/, Media Report, including Wikileaks; http://www.argusmedia.com/pages/NewsBody.aspx?id=840418&menu=yes, Media Report, including Wikileaks; http://za.mofcom.gov.cn/article/g/201301/20130108520291.shtml, Government Source (Donor/Recipient)","7","Beijing Haohua Energy Resource","","Beijing Haohua Energy Resource","1","Coal of Africa Limited (CoAL)","1","Checked","1","FDI +Gov","9","Commercial","2","Active","1","http://global.factiva.com/aa/?ref=THESTR0020130129e91s0003l&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=AFBZ000020130323e9280002v&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","100000000.0","USD","0.99011154","1.0","100998721.820776","100000000.0","","","","","1","South Africa","560","218","South Africa","ZAF","ZA","710","199","false","false","false","false","","","","","","2019-07-26 11:07:52 -0400","","",0
"16108","true","false","China","Hisense investment in South Africa","2001","true","223 words17 September 2001Xinhua News AgencyXNEWSEnglish(c) Copyright 2001 Xinhua News AgencyJOHANNESBURG, September 17 (Xinhua) - Hisense, a Chinese manufacturer of consumer electronic goods, is planning to increase its investment in South Africa and get a bigger share of the market, a senior member of the company said here on Monday.Yuan Qinglin, general manager of Hisense South Africa, noted that the Chinese company has invested more than 34 million rand ( about 3.95 million U.S. dollars) in South Africa over the past year.'Our current strategy is to grow our business from the 10-percent television market share that we already own,' Yuan said.The company is now gearing up to supply a wider range of products, including children's computers, Internet TVs, 3D TVs, air conditioners and DVD players, he noted.The new initiative is expected to earn a turnover of 100 million rand (about 11.6 million dollars) this year, rendering a positive effect on the South African economy, Yuan predicted.The company has created a number of new jobs for local people over the past year at its factory in Midrand, outside Johannesburg, according to the manager.Hisense has been operating in South Africa since 1993 when it began importing television sets into the country. Following the success of this venture, the company set up its first TV assembly plant in 1996.Document xnews00020010917dx9h000m9","","Unset","Electronics","Completion","3","Foreign direct investment","South Africa","http://global.factiva.com/redir/default.aspx?P=sa&an=xnews00020010917dx9h000m9&cat=a&ep=ASE, Media Report, including Wikileaks","1","Hisense Group, State-Owned Company","","Hisense Group, State-Owned Company","1","","","Raw","0","OOF-like","3","Unset","0","Inactive","2","http://global.factiva.com/redir/default.aspx?P=sa&an=xnews00020010917dx9h000m9&cat=a&ep=ASE, Media Report, including Wikileaks","34000000.0","ZAR","0.4620129","8.615467396","8541732.60676255","3946390.65267493","","","","","1","South Africa","560","218","South Africa","ZAF","ZA","710","199","false","false","false","false","","","","","","2012-12-01 17:17:45 -0500","","",0
"31188","true","false","China","Huawei (China) installs cyber laboratories in three South African schools","2013","false","In June 2013, Huawei announced that the company decided to take part in a number of schemes meant for helping the South African Youths. Under one such venture, the Chinese multinational will install cyber laboratories in three schools to help the projects in Eastern Cape and Limpopo, which have been undertaken by the Department of Communication. As part of these supports, the company will deliver equipment for cyber laboratory, comprising 30 units of 10-inch Huawei media pads, 3 units of Huawei 3G routers, plus a server, a Huawei 3G data card, as well as a 3G SIM data package card with one-year validity. ","110","Education","","Pipeline: Commitment","11","Grant","South Africa, South Africa","http://global.factiva.com/aa/?ref=MENREP0020130622e96m00191&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.itnewsafrica.com/2013/06/huaweis-cyber-lab-investment-to-empower-sa-youth/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+itnewsafrica+%28ITNewsAfrica.com%29, Media Report, including Wikileaks; http://www.humanipo.com/news/6694/huawei-sa-to-invest-in-cyber-labs-for-youth/, Media Report, including Wikileaks","3","Huawei Technologies Co., Ltd., Private Sector","","Huawei Technologies Co., Ltd., Private Sector","1","","","Checked","1","CA -Gov","8","Development","1","Active","1","http://global.factiva.com/aa/?ref=MENREP0020130622e96m00191&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","","","","","","","","","","","2","Africa, regional","560; 560","218; 218","South Africa; South Africa","ZAF; ZAF","ZA; ZA","710; 710","199; 199","false","false","false","false","","","","","","2016-06-08 16:45:10 -0400","Limpopo, Eastern Cape","",0
"16439","true","false","China","ICBC buys 20% stake in South Africa's Standard Bank for USD 5.46 billion","2007","false","In 2007, China's state-owned Industrial and Commercial Bank of China Ltd. (ICBC) bought a 20 percent stake in the South African Standard Bank Group Ltd. for 5.46 billion USD. This transaction is the largest single foreign investment in Africa and China's largest overseas investment to date. The CEO of Standard Bank reported that in 2009 the bank saw incremental revenues of 78 million USD from their relationship with ICBC. The banks' cooperation is based on 5 worksteams, namely Investment Banking, Resource Banking, Global Markets, Corporate Banking, and the formation of a Global Resources Fund.","240","Banking and Financial Services","","Completion","3","Foreign direct investment","South Africa","http://www.reuters.com/article/2007/10/25/us-standardbank-icbc-acquisition-idUSSHA11075020071025, Media Report, including Wikileaks; http://allafrica.com/stories/200808130066.html, Media Report, including Wikileaks; http://webcache.googleusercontent.com/search?q=cache:Q08v5HXB6YQJ:corporateandinvestment.standardbank.co.za/sa/country_offices/china_shanghai.jsp+&cd=1&hl=en&ct=clnk&gl=us, Other; http://www.mckinseyquarterly.com/The_China-Africa_business_connection_An_interview_with_the_CEO_of_Standard_Bank_2610, Other Official Source (non-Donor, non-Recipient); http://www.economist.com/news/finance-and-economics/21595496-biggest-banks-china-and-africa-team-up-again-limited-partnership, Media Report, including Wikileaks; https://www.fmprc.gov.cn/web/gjhdq_676201/gj_676203/fz_677316/1206_678284/1209_678294/t825738.shtml, Government Source (Donor/Recipient); http://images.mofcom.gov.cn/yws/201601/20160129142954533.pdf, Government Source (Donor/Recipient); https://www.imf.org/en/Publications/CR/Issues/2016/12/31/South-Africa-2008-Article-IV-Consultation-Staff-Report-Staff-Statement-Public-Information-22436, NGO/Civil Society/Advocacy","8","Industrial and Commercial Bank of China (ICBC), State-Owned Company","","Industrial and Commercial Bank of China (ICBC), State-Owned Company","1","Standard Bank of South Africa Ltd., Private Sector","1","Checked","1","FDI +Gov","9","Commercial","2","Active","1","","5460000000.0","USD","0.64584244","1.0","8454074340.48465","5460000000.0","","","","","1","South Africa","560","218","South Africa","ZAF","ZA","710","199","false","false","false","false","","","","","","2019-08-02 14:20:03 -0400","","Jacko Maree, ",0
"31248","true","false","China","ICBC signs funding support agreement for South African renewable energy projects","2013","false","In April 2013, the Industrial and Commercial Bank of China and the Standard Bank of South Africa signed an agreement worth USD 2.2 billion to jointly finance the South African government's Renewable Energy Independent Power Production Procurement (REIPPP). It is uncertain how much funding was provided by each individual institution. It is reported that ICBC invested in this project in order to facilitate Chinese investments in South Africa. An objective of the partnership is to facilitate the entry of investors into South Africa and for the development of renewable energy resources in South Africa. Since November 2011, as part of the REIPPP, more than 6 327 MW from 102 renewable energy projects have been awarded, by the end of 2016 the project calls for nearly 3GW connected to the grid. STAFF_NOTE: a previous version of this project listed 2.2 billion as the transaction amount, but that seems to be the total amount given by both ICBC and the Standard Bank of South Africa.","230","Energy Generation and Supply","Renewable Energy Projects","Implementation","2","Loan (excluding debt rescheduling)","South Africa","http://global.factiva.com/aa/?ref=MENREP0020130404e9440002y&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.bloomberg.com/news/2013-04-02/standard-bank-signs-2-2-billion-energy-deal-with-china-s-icbc.html, Media Report, including Wikileaks; http://sustainability.standardbank.com/standard-bank-signs-r20-billion-renewable-energy-finance-deal-with-icbc/, Government Source (Donor/Recipient); http://www.moneyweb.co.za/moneyweb-financial/standard-bank-and-chinas-icbc-to-fund-2bn-in-green, Media Report, including Wikileaks; http://www.ventures-africa.com/2013/04/standard-bank-icbc-sign-2-billion-contract-to-fund-renewable-energy-projects/, Media Report, including Wikileaks; http://www.bdlive.co.za/business/energy/2013/04/02/standard-bank-signs-r20bn-deal-with-icbc-to-fund-renewable-energy-projects, Media Report, including Wikileaks; http://www.cnbcafrica.com/video/?bctid=2271132767001, Media Report, including Wikileaks; http://www.greenbusinessguide.co.za/standard-bank-chinas-icbc-to-co-fund-s-africa-renewable-energy-projects/, Media Report, including Wikileaks; http://www.iol.co.za/business/companies/standard-bank-sets-aside-r20bn-for-renewable-energy-1.1494645#.U7wD2qgzvxo, Media Report, including Wikileaks; http://www.fin24.com/Companies/Financial-Services/Standard-Bank-signs-R20bn-green-deal-20130402, Media Report, including Wikileaks; http://www.timeslive.co.za/scitech/2013/04/02/standard-bank-china-s-icbc-to-fund-r20-billion-in-green-energy, Media Report, including Wikileaks; http://www.irena.org/EventDocs/RECC/11.pdf, Other Official Source (non-Donor, non-Recipient); https://www.sardc.net/books/sadc_pub/sadc_investment_yearbook.pdf, NGO/Civil Society/Advocacy","13","Industrial and Commercial Bank of China (ICBC), State-Owned Company; Standard Bank of South Africa Ltd., Private Sector","","Industrial and Commercial Bank of China (ICBC), State-Owned Company","1","Standard Bank of South Africa Ltd., Private Sector","1","Checked","1","OOF-like","3","Commercial","2","Active","1","http://global.factiva.com/aa/?ref=MENREP0020130404e9440002y&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","","","","","","","","","","","1","South Africa","560","218","South Africa","ZAF","ZA","710","199","false","false","true","false","No Information","","","","","2019-07-11 14:52:01 -0400","","Jiang Jianqing, Chairman (1Malaysia Development Bhd.); Ben Kruger, Joint Chief Executive (Standard Bank of South Africa Ltd.); George Kotsovos, Head of Power and Infrastructure Finance, Standard Bank (Standard Bank of South Africa Ltd.)",1
"16794","true","false","China","IDC receives loan from Chinese Bank","2009","false","In April of 2009, the Industrial Development Corporation received a $50 million USD loan from the China Construction Bank to assist the IDC in its lending capacity and recapitalize its export finance loan book. IDC CEO Geoffrey Qhena is familiar with the project. It is unclear exactly how the funds were used. ","240","Banking and Financial Services","","Implementation","2","Loan (excluding debt rescheduling)","South Africa","http://global.factiva.com/aa/?ref=SAPA000020090519e55j002bg&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","1","China Construction Bank Corporation (CCB), State-Owned Company","","China Construction Bank Corporation (CCB), State-Owned Company","1","Industrial Development Corporation (IDC), State-Owned Company","1","Checked","1","FDI +Gov","9","Mixed (Some Development)","6","Active","1","http://global.factiva.com/aa/?ref=SAPA000020090519e55j002bg&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","50000000.0","USD","0.7734803","1.0","64642887.4788408","50000000.0","","","","","1","South Africa","560","218","South Africa","ZAF","ZA","710","199","false","false","false","false","","","","","","2013-03-26 15:40:40 -0400","","Geoffrey Qhena, ",0
"30561","true","false","China","Inter-Ministerial Cooperation Agreement (lol not a project)","2013","false","SA and China |sign agreements 408 words 27 March 2013 Daily News DAILNW E1 7 English © 2013 Independent Newspapers (Pty) Ltd South Africa and China had signed the terms of reference of a joint interministerial working group to strengthen co-operation, President Jacob Zuma said yesterday. 'This working group will monitor the implementation of co-operative projects so that we are able to join hands in a meaningful way as we go forward,' Zuma said at a news briefing with his Chinese counterpart, Xi Jinping, in Pretoria. The group comprised cabinet ministers from both countries and would seek to strengthen and oversee the implementation of bilateral agreements. A number of agreements were also signed before Zuma's address. These were in the fields of education, science, energy, customs, investment, ocean and coastal management, trade and financial services. China is South Africa's biggest trading partner and a significant investor in the South African economy. In 2012, exports from South Africa to China amounted to R89 billion, while imports from China to South Africa totalled R112bn. Total trade between the two countries stood at R201bn. Zuma said: 'What we now seek to address jointly is to find the means towards a more equitable balance of trade. The ongoing co-operation among the business sector in both countries is a step in the right direction in this regard.' Jinping told reporters the people of China and South Africa enjoyed a profound traditional relationship. 'Just now President Zuma and I held productive talks, and we witnessed the signing of agreements between our relevant government departments and enterprises. In our talks just now we both reviewed and commended the fruitful results that we have achieved in the last 15 years of our diplomatic relations.' He said they also discussed relations between China and Africa, the fifth Brics summit, and international and regional issues of mutual interest. Jinping's visit to South Africa marked 15 years since formal diplomatic relations between the two countries were established. He will join other heads of state from the Brics group of countries and other African leaders at the fifth Brics summit in Durban. Brics is a group of developing countries made up of Brazil, Russia, India, China and South Africa. Among the most anticipated outcomes of the summit was the formation of the Brics development bank. It would fund development projects within the member countries and other developing nations. In his closing remarks, Zuma said the Brics summit would positively influence the work of the G20 and other multilateral efforts. - Sapa co-operation SA, China sign agreement Investment SA woos 41% of investors 250 words 27 March 2013 The Star THESTR E1 23 English © 2013 Independent Newspapers (Pty) Ltd South Africa and China had signed the terms of reference of a joint inter-ministerial working group to strengthen co-operation, President Jacob Zuma said yesterday. 'This working group will monitor the implementation of co-operative projects so that we are able to join hands in a meaningful way as we go forward,' Zuma said at a news briefing with his Chinese counterpart Xi Jinping in Pretoria. The group comprised the cabinet ministers from both countries and would seek to strengthen and oversee the implementation of bilateral agreements. A number of agreements were also signed ahead of Zuma's address. These were in the fields of education, science, energy, customs, investment, ocean and coastal management, trade and financial services. - Sapa South Africa was one of the three leaders in the world as an investment destination, KwaZulu-Natal Premier Zweli Mkhize said in Durban yesterday. Mkhize said research by Ernst & Young, which surveyed 5 000 investors, found that 41 percent of respondents chose South Africa as their first choice destination. Mkhize was speaking at the Brics (Brazil, Russia, India, China, and South Africa) business forum at the Durban Exhibition Centre. Mkhize said one of the advantages of hosting the Brics summit was that it opened opportunities to trade with Africa. He said KwaZulu-Natal had the second-largest economy in the country; it had two of the largest ports bringing goods to the southern African region. - Sapa","150","Government and Civil Society","","Pipeline: Commitment","11","Unset","South Africa","http://global.factiva.com/aa/?ref=THESTR0020130327e93r0002z&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=DAILNW0020130327e93r0001k&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.dfa.gov.za/docs/speeches/2013/zuma0326.html, Government Source (Donor/Recipient); http://allafrica.com/stories/201303270208.html, Media Report, including Wikileaks; http://www.tralac.org/2013/03/27/the-fifth-brics-summit-26-27-march-2013/, NGO/Civil Society/Advocacy","5","","","","","","","Raw","0","OOF-like","3","Development","1","Inactive","2","http://global.factiva.com/aa/?ref=THESTR0020130327e93r0002z&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=DAILNW0020130327e93r0001k&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","","","","","","","","","","","1","South Africa","560","218","South Africa","ZAF","ZA","710","199","false","false","false","false","","","","","","2014-12-04 17:14:50 -0500","","",0
"30464","true","false","China","Jinchuan Group purchases Metorex","2012","false","In 2011, the financial services group Standard Bank of Africa, assisted Jinchuan Group Ltd. in purchasing the South African copper and cobalt producer Metorex. Jinchuan Group outbid the Brazilian firm Vale to purchase Metorex for 1.32 billion USD. ","320","Industry, Mining, Construction","","Completion","3","Foreign direct investment","South Africa","http://global.factiva.com/aa/?ref=MEWBUD0020120118e81i0001s&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=CM00000020120117e81h00039&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=AFNWS00020120118e81i000xh&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=MENREP0020130208e92800037&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.mining-journal.com/reports/buying-through-the-bourse?SQ_DESIGN_NAME=print_friendly, Academic Journal Article; http://www.miningweekly.com/article/chinas-anti-monopoly-bureau-oks-jinchuan-metorex-deal-2011-11-14, Media Report, including Wikileaks; http://www.standardbank.com/Article.aspx?id=-155&src=m2012_34385466, Media Report, including Wikileaks; http://www.reuters.com/article/2011/07/05/us-metorex-jinchuan-idUSTRE76436Z20110705, Media Report, including Wikileaks","8","Jinchuan Group Limited (JNMC), Private Sector","Standard Bank of South Africa Ltd., Private Sector","Jinchuan Group Limited (JNMC), Private Sector","1","Metorex Ltd., Private Sector","1","Checked","1","FDI +Gov","9","Commercial","2","Active","1","http://global.factiva.com/aa/?ref=MEWBUD0020120118e81i0001s&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=CM00000020120117e81h00039&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=AFNWS00020120118e81i000xh&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=MENREP0020130208e92800037&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","1320000000.0","USD","0.99011154","1.0","1333183128.03424","1320000000.0","","","","","1","South Africa","560","218","South Africa","ZAF","ZA","710","199","false","false","false","false","","","","","","2013-10-30 15:55:05 -0400","","",0
"1407","true","false","China","Lesotho Highlands Power Project, duplicate of #55920","2011","false","In November 2011, Lesotho revealed plans for the Lesotho Highlands Power Project, under which a 10 gW renewable energy power-plant will be built. Unnamed Chinese firms will provide loans to finance about 80% of the project which is expected to cost 110 billion ZAR. Equity for the project will come from Breeze Power, a joint venture between the Lesotho government and South Africa's Harrison and White Investments. Of the 10 gW of power, 6 gW will come from wind energy, and 4 gW will come from pumped-storage hydro power. Construction on the first phase of the project is slated to begin in 2012 with the construction of a 150 mW wind farm. By 2016, 600 mW of the wind capacity is planned to be online. As part of this project, manufacturing facilities will be built in Lesotho and South Africa. China’s Ming Yang Wind Power Company will supply the majority of wind turbines for this project. In 2012, contracts were signed with Mops Civil for the construction of a 3.8 km access road and with South African BKS for the construction of a measuring weir. The road was completed in November 2011 while the weir was still under construction and expected to be completed by September 2012. The timeline for this project is as follows: environmental and social baseline studies from August 2012 to July 2020, construction tenders from November 2012 to January 2015, construction of advance infrastructure from July 2014 to December 2015, construction of the Polihali dam and tunnel from January 2016 to March 2020, completion of a pump storage feasibility study in August 2012 with provisional construction from January 2013 to December 2017, and completion of impoundment to 2,000 meters above sea level in August 2018, with the first water being delivered to South Africa in August 2020. In 2012, Lesotho Water and Environment Minister Edna Molewa was quoted as saying that loan capital for the dam portion of the project had not yet been secured. STAFF_NOTES: Since the financing comes from unnamed Chinese firms, the project's classification was left as Vague (Commercial). There is no evidence that a government entity was involved.","230","Energy Generation and Supply","","Implementation","2","Loan (excluding debt rescheduling)","Lesotho, South Africa","http://www.engineeringnews.co.za/article/two-contracts-awarded-for-phase-2-of-lesotho-water-project-2012-07-12, Media Report, including Wikileaks; http://apperi.org/2011/10/, NGO/Civil Society/Advocacy; http://www.cpeinet.com.cn/sbzz/zzydt/201111/t20111102_172307.htm, Other; http://global.factiva.com/aa/?ref=RECHGE0020111115e7b400037&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.guardian.co.uk/world/2011/oct/31/lesotho-harness-wind-water-energy, Media Report, including Wikileaks","5","Lesotho Government, Government Agency; Harrison and White Investments, Private Sector","Mops Civil; Ming Yang Wind Power, Private Sector; Breeze Power Company, Public Private Partnership; BKS Group (pty) Ltd., Private Sector","Ming Yang Wind Power, Private Sector","1","Mops Civil; Lesotho Government, Government Agency; Harrison and White Investments, Private Sector; Breeze Power Company, Public Private Partnership","4","Checked","1","Vague (Com)","13","Commercial","2","Inactive","2","http://global.factiva.com/aa/?ref=RECHGE0020111115e7b400037&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","110000000000.0","ZAR","0.94418159","7.263198205","16040180875.481","15144843482.8993","","","","","2","Africa, regional","560; 570","218; 249","South Africa; Lesotho","ZAF; LSO","ZA; LS","710; 426","199; 666","false","false","true","false","","","","","","2019-06-12 11:20:57 -0400","Lesotho Highlands Water Project","Monyane Moleleki, Natural Resources Minister (Lesotho Government); Edna Molewa, Water and Environment Minister (Lesotho Government)",0
"15836","true","false","China","MOU with China Central Television, cultural show","2000","false","In 2000, the MIH group, a South African media company, signed a series of MoUs with CCTV, the national television network of China. The first of the agreements in the Beyond the Rainbow agreement to coproduce a large-scale musical and cultural performance of South African and Chinese artists and musicians. The show is set to be staged in South Africa in October of 2000. According to an All-Africa news article, the show took place.This project is related to ID#15842 and ID#23304.","160","Other Social infrastructure and services","Entertainment, Media","Completion","3","Unset","South Africa","http://allafrica.com/stories/200011100048.html, Media Report, including Wikileaks; http://global.factiva.com/redir/default.aspx?P=sa&an=bbcmm00020010804dw84001rn&cat=a&ep=ASE, Media Report, including Wikileaks; http://www.people.com.cn/GB/channel2/17/20000822/196776.html, Media Report, including Wikileaks","3","","China Central Television (CCTV), State-Owned Company","China Central Television (CCTV), State-Owned Company","1","MIH Holdings Ltd., Private Sector","1","Checked","1","JV +Gov","11","Representational","3","Active","1","http://global.factiva.com/redir/default.aspx?P=sa&an=bbcmm00020010804dw84001rn&cat=a&ep=ASE, Media Report, including Wikileaks","","","","","","","","","","","1","South Africa","560","218","South Africa","ZAF","ZA","710","199","false","false","false","false","","","","","","2013-11-07 12:21:26 -0500","","",0
"16478","true","false","China","Merger of South African and Chinese banks (duplicate of 16439)","2008","false","Chinese and South African Bank Join Hands 13 October 2008Market, page 20The realignment and restructuring in South Africa’s Standard Bank, after a merger with China’s Industrial and Commercial Bank of China (ICBC) in March this year, would lead to extra profit generation of USD 50 million by July next year, according to Standard Bank chief executive officer Jacko Maree. The merger was the largest foreign direct investment made by a Chinese company abroad, ICBC had bought 20% stake in the African bank at USD 5.2 billion. The investment was also the only profitable one to date made by Chinese financial institution oversea, according to ICBC top management.","","Unset","","Completion","3","Joint venture with recipient","South Africa","http://global.factiva.com/aa/?ref=EOBENG0020081016e4ad0000m&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","1","Industrial and Commercial Bank of China (ICBC), State-Owned Company","","Industrial and Commercial Bank of China (ICBC), State-Owned Company","1","Standard Bank of South Africa Ltd., Private Sector","1","Raw","0","OOF-like","3","Unset","0","Inactive","2","http://global.factiva.com/aa/?ref=EOBENG0020081016e4ad0000m&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","5200000000.0","USD","0.76188492","1.0","6825177744.69142","5200000000.0","01 March 2008","","","","1","South Africa","560","218","South Africa","ZAF","ZA","710","199","false","false","false","false","","","","","","2012-11-20 10:13:55 -0500","","Jacko Maree, ",0
"16644","true","false","China","Multisector contract signed worth 2.3b ZAR","2010","false","On March 31, 2010, South Africa and China signed trade contracts for products such as wine, frozen fish abalone, and chrome oil worth R2.3 billion. ","330","Trade and Tourism","","Implementation","2","Unset","South Africa","http://www.engineeringnews.co.za/article/sa-and-china-sign-trade-deals-worth-r23bn-2010-03-31, Media Report, including Wikileaks; http://global.factiva.com/redir/default.aspx?P=sa&an=AFNWS00020100331e63v001bi&cat=a&ep=ASE, Media Report, including Wikileaks","2","","","","","","","Checked","1","Vague (Com)","13","Commercial","2","Inactive","2","http://global.factiva.com/redir/default.aspx?P=sa&an=AFNWS00020100331e63v001bi&cat=a&ep=ASE, Media Report, including Wikileaks","2300000000.0","ZAR","0.83432732","7.320390784","376579873.884879","314190876.944309","","","","","1","South Africa","560","218","South Africa","ZAF","ZA","710","199","false","false","false","false","","","","","","2013-03-26 15:42:25 -0400","","Rob Davies, ",0
"16255","true","false","China","New Trade Deal","2006","false","In 2006, China and South Africa signed a trade agreement. It is unclear what the terms of the agreement were or how it was implemented. ","330","Trade and Tourism","","Pipeline: Commitment","11","Unset","South Africa","http://www.orange.mu/kinews/afp/business/141509/china-africa-set-up-new-partnership-sign-trade-deals.html, Media Report, including Wikileaks","1","","","","","","","Checked","1","OOF-like","3","Mixed (Some Development)","6","Inactive","2","","","","","","","","","","","","1","South Africa","560","218","South Africa","ZAF","ZA","710","199","false","false","false","false","","","","","","2013-03-27 18:59:59 -0400","","",0
"15991","true","false","China","Not a project: Chinese Chamber of Commerce opens","2001","true","On May 18, 2001, the first Chinese Chamber of Commerce and Industry to South Africa opened in Johannesburg. ","","Unset","","Completion","3","Foreign direct investment","South Africa","http://global.factiva.com/redir/default.aspx?P=sa&an=afpr000020010801dx5i00d85&cat=a&ep=ASE, Media Report, including Wikileaks","1","","","China Chamber of Commerce and Industry, Government Agency","1","","","Checked","1","OOF-like","3","Unset","0","Inactive","2","http://global.factiva.com/redir/default.aspx?P=sa&an=afpr000020010801dx5i00d85&cat=a&ep=ASE, Media Report, including Wikileaks","","","","","","","","","","","1","South Africa","560","218","South Africa","ZAF","ZA","710","199","false","false","false","false","","","","","","2012-12-01 17:37:03 -0500","","",0
